input_folder,root_file_path,photo_basename,scene_time_utc,status,selected_collection,modis_raw_value,modis_scaled_g_cm2,water_vapor_preset,aod_raw,aod_scaled,default_visibility,modtran_atm,image_time_utc,abs_time_diff_hours,error
/mnt/d/20171019_35cm_WV03_BAB_050311750010,/mnt/d/20171019_35cm_WV03_BAB_050311750010/Root_WV.txt,17OCT19211717-M1BS-050311750010_01_P001,2019-10-17T21:17:17+00:00,ok,MODIS/061/MOD08_M3,2786.0,2.786,0.9541095890410959,90.0,0.09,30.0,Tropical Atmosphere,2019-11-01T00:00:00+00:00,338.71194444444444,
